id,path,img_path,label,mask,gender,age
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/incorrect_mask.jpg,10,1,1,1
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask5.jpg,4,0,1,1
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask1.jpg,4,0,1,1
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask4.jpg,4,0,1,1
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask2.jpg,4,0,1,1
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/normal.jpg,16,2,1,1
000001,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask3.jpg,4,0,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/incorrect_mask.jpg,10,1,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask5.jpg,4,0,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask1.jpg,4,0,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask4.jpg,4,0,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask2.jpg,4,0,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/normal.jpg,16,2,1,1
000002,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask3.jpg,4,0,1,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,7,1,0,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask5.jpg,1,0,0,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask1.jpg,1,0,0,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask4.jpg,1,0,0,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,1,0,0,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/normal.jpg,13,2,0,1
000004,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask3.jpg,1,0,0,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,4,0,1,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,4,0,1,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,4,0,1,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,4,0,1,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,16,2,1,1
000005,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,4,0,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,10,1,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,4,0,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,4,0,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,4,0,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,4,0,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,16,2,1,1
000006,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,4,0,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,4,0,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,4,0,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,4,0,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,4,0,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,16,2,1,1
000007,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,4,0,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,4,0,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,4,0,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,4,0,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,4,0,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,16,2,1,1
000008,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,4,0,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,10,1,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,4,0,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,4,0,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,4,0,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,4,0,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,16,2,1,1
000009,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,4,0,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,4,0,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,4,0,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,4,0,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,4,0,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,16,2,1,1
000010,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,4,0,1,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,7,1,0,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,1,0,0,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,1,0,0,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,1,0,0,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,1,0,0,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,13,2,0,1
000012,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,1,0,0,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,4,0,1,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,4,0,1,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,4,0,1,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,4,0,1,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,16,2,1,1
000014,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,4,0,1,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,7,1,0,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,1,0,0,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,1,0,0,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,1,0,0,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,1,0,0,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,13,2,0,1
000015,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,1,0,0,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,4,0,1,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,4,0,1,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,4,0,1,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,4,0,1,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,16,2,1,1
000016,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,4,0,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,10,1,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,4,0,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,4,0,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,4,0,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,4,0,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,16,2,1,1
000018,000018_female_Asian_59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,4,0,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,10,1,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,4,0,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,4,0,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,4,0,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,4,0,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,16,2,1,1
000019,000019_female_Asian_57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,4,0,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,16,2,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,4,0,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,4,0,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,4,0,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,4,0,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,10,1,1,1
000020,000020_female_Asian_50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,4,0,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,10,1,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,4,0,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,4,0,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,4,0,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,4,0,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,16,2,1,1
000021,000021_female_Asian_54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,4,0,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,4,0,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,4,0,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,4,0,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,4,0,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,16,2,1,1
000022,000022_female_Asian_58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,4,0,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,10,1,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,4,0,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,4,0,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,4,0,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,4,0,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,16,2,1,1
000023,000023_female_Asian_55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,4,0,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,4,0,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,4,0,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,4,0,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,4,0,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,16,2,1,1
000024,000024_female_Asian_58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,4,0,1,1
